"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-01-13	6346928	988842	4275	0	None
2020-01-14	6346928	988842	4275	0	None
2020-01-15	6346928	988842	4275	0	None
2020-01-16	6346928	988842	4275	0	None
2020-01-17	6346928	988842	4275	0	None
2020-01-18	6346928	988842	4275	0	None
2020-01-19	6346928	988842	4275	0	None
2020-01-20	6346928	988842	4275	0	None
2020-01-21	6346928	988842	4275	0	None
2020-01-22	6346928	988842	4275	0	None
2020-01-23	6346928	988842	4275	0	None
2020-01-24	6346928	988842	4275	0	None
2020-01-25	6346928	988842	4275	0	None
2020-01-26	6346928	988842	4275	0	None
2020-01-27	6346928	988842	4275	0	None
2020-01-28	6346928	988842	4275	0	None
2020-01-29	6346928	988842	4275	0	None
2020-01-30	6346928	988842	4275	0	None
2020-01-31	6346928	988842	4275	0	None
2020-02-01	6346928	988842	4275	0	None
2020-02-02	6346928	988842	4275	0	None
2020-02-03	6346928	988842	4275	0	None
2020-02-04	6346928	988842	4275	0	None
2020-02-05	6346928	988842	4275	0	None
2020-02-06	6346928	988842	4275	0	None
2020-02-07	6346928	988842	4275	0	None
2020-02-08	6346928	988842	4275	0	None
2020-02-09	6346928	988842	4275	0	None
2020-02-10	6346928	988842	4275	0	None
2020-02-11	6346928	988842	4275	0	None
2020-02-12	6346928	988842	4275	0	None
2020-02-13	6346928	988842	4275	0	None
2020-02-14	6346928	988842	4275	0	None
2020-02-15	6346928	988842	4275	0	None
2020-02-16	6346928	988842	4275	0	None
2020-02-17	6346928	988842	4275	0	None
2020-02-18	6346928	988842	4275	0	None
2020-02-19	6346928	988842	4275	0	None
2020-02-20	6346928	988842	4275	0	None
2020-02-21	6346928	988842	4275	0	None
2020-02-22	6346928	988842	4275	0	None
2020-02-23	6346928	988842	4275	0	None
2020-02-24	6346928	988842	4275	0	None
2020-02-25	6346928	988842	4275	0	None
2020-02-26	6346928	988842	4275	0	None
2020-02-27	6346928	445564	4275	13	13
2020-02-28	6346928	445629	4275	14	14
2020-02-29	6346928	445694	4275	15	15
2020-03-01	6346928	445766	4275	17	17
2020-03-02	6346928	445849	4275	17	16
2020-03-03	6346928	445939	4275	19	18
2020-03-04	6346928	446041	4275	22	21
2020-03-05	6346928	446152	4275	24	21
2020-03-06	6346928	446281	4275	28	24
2020-03-07	6346928	446418	4275	31	26
2020-03-08	6346928	446574	4275	36	32
2020-03-09	6346928	446755	4275	44	38
2020-03-10	6346928	446959	4275	55	47
