"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-02-27	0	61	0	13715	13
2020-02-28	0	126	0	14770	14
2020-02-29	0	191	0	15825	15
2020-03-01	0	263	0	17935	17
2020-03-02	0	346	0	17935	16
2020-03-03	0	436	0	20045	18
2020-03-04	0	538	0	23210	21
2020-03-05	0	649	0	25320	21
2020-03-06	0	778	0	29540	24
2020-03-07	0	915	0	32705	26
2020-03-08	0	1071	0	37980	32
2020-03-09	0	1252	0	45365	37
2020-03-10	0	1456	0	55915	45
2020-03-11	0	1696	0	65410	52
2020-03-12	0	1979	0	89675	72
2020-03-13	0	2331	0	103390	82
2020-03-14	0	2722	0	125545	101
2020-03-15	0	3161	0	155085	123
2020-03-16	0	3733	0	189900	153
2020-03-17	0	4389	0	226825	182
2020-03-18	0	5173	0	285905	233
2020-03-19	0	6166	0	356590	293
2020-03-20	0	7331	0	445210	365
2020-03-21	0	8576	0	532775	435
2020-03-22	0	9922	0	611900	486
2020-03-23	0	11596	0	716345	575
2020-03-24	0	13522	0	833450	654
2020-03-25	0	15665	0	961105	754
2020-03-26	0	18006	0	1080320	840
2020-03-27	0	20606	0	1203755	923
2020-03-28	0	23145	0	1313475	987
2020-03-29	0	25637	0	1410535	1038
2020-03-30	0	28275	0	1546630	1122
2020-03-31	0	30841	0	1663735	1187
2020-04-01	0	33309	0	1744970	1205
2020-04-02	0	35755	0	1848360	1250
2020-04-03	0	38207	0	1929595	1277
2020-04-04	0	40448	0	1999225	1282
2020-04-05	0	42639	0	2079405	1306
2020-04-06	0	44950	0	2143760	1313
2020-04-07	0	47121	0	2207060	1315
2020-04-08	0	49152	0	2268250	1286
2020-04-09	0	51008	0	2323110	1283
2020-04-10	0	52775	0	2375860	1290
2020-04-11	0	54355	0	2407510	1260
2020-04-12	0	55879	0	2443380	1241
2020-04-13	0	57394	0	2490855	1225
2020-04-14	0	58923	0	2530945	1203
2020-04-15	0	60366	0	2557320	1178
2020-04-16	0	61698	0	2588970	1144
2020-04-17	0	62988	0	2616400	1113
2020-04-18	0	64138	0	2636445	1068
2020-04-19	0	65260	0	2657545	1037
2020-04-20	0	66421	0	2686030	1016
2020-04-21	0	67536	0	2710295	981
2020-04-22	0	68571	0	2726120	923
2020-04-23	0	69565	0	2743000	882
2020-04-24	0	70503	0	2763045	864
2020-04-25	0	71312	0	2777815	833
2020-04-26	0	72091	0	2791530	806
2020-04-27	0	72854	0	2806300	785
2020-04-28	0	73633	0	2822125	764
2020-04-29	0	74354	0	2834785	736
2020-04-30	0	75051	0	2853775	712
2020-05-01	0	75694	0	2863270	678
2020-05-02	0	76254	0	2872765	639
2020-05-03	0	76798	0	2884370	626
2020-05-04	0	77390	0	2897030	615
2020-05-05	0	77915	0	2900195	574
2020-05-06	0	78455	0	2907580	548
2020-05-07	0	78969	0	2918130	527
2020-05-08	0	79482	0	2925515	495
2020-05-09	0	79947	0	2930790	473
2020-05-10	0	80394	0	2935010	455
2020-05-11	0	80870	0	2943450	449
2020-05-12	0	81317	0	2945560	407
2020-05-13	0	81738	0	2949780	391
2020-05-14	0	82126	0	2959275	365
2020-05-15	0	82493	0	2962440	348
2020-05-16	0	82817	0	2970880	333
2020-05-17	0	83155	0	2975100	327
2020-05-18	0	83525	0	2979320	322
2020-05-19	0	83871	0	2980375	288
2020-05-20	0	84203	0	2982485	278
2020-05-21	0	84501	0	2984595	257
2020-05-22	0	84829	0	2988815	246
2020-05-23	0	85121	0	2993035	231
2020-05-24	0	85405	0	3000420	230
2020-05-25	0	85724	0	3001475	220
2020-05-26	0	86037	0	3005695	197
2020-05-27	0	86320	0	3009915	183
2020-05-28	0	86582	0	3010970	175
2020-05-29	0	86846	0	3014135	165
2020-05-30	0	87093	0	3017300	156
2020-05-31	0	87335	0	3020465	158
2020-06-01	0	87581	0	3025740	156
2020-06-02	0	87849	0	3026795	151
2020-06-03	0	88108	0	3032070	137
2020-06-04	0	88352	0	3038400	135
2020-06-05	0	88579	0	3041565	132
2020-06-06	0	88773	0	3043675	130
2020-06-07	0	88967	0	3046840	129
2020-06-08	0	89161	0	3046840	127
2020-06-09	0	89335	0	3048950	120
2020-06-10	0	89493	0	3051060	117
2020-06-11	0	89655	0	3052115	113
2020-06-12	0	89808	0	3055280	110
2020-06-13	0	89942	0	3057390	108
2020-06-14	0	90075	0	3057390	107
2020-06-15	0	90211	0	3058445	106
2020-06-16	0	90347	0	3060555	97
2020-06-17	0	90475	0	3060555	88
2020-06-18	0	90604	0	3061610	81
2020-06-19	0	90729	0	3061610	74
2020-06-20	0	90835	0	3063720	74
2020-06-21	0	90942	0	3063720	70
2020-06-22	0	91052	0	3066885	72
2020-06-23	0	91163	0	3067940	65
2020-06-24	0	91273	0	3068995	61
2020-06-25	0	91390	0	3068995	59
2020-06-26	0	91503	0	3068995	53
2020-06-27	0	91595	0	3068995	49
2020-06-28	0	91691	0	3068995	45
2020-06-29	0	91796	0	3068995	45
2020-06-30	0	91887	0	3071105	45
2020-07-01	0	91976	0	3071105	41
2020-07-02	0	92058	0	3074270	43
2020-07-03	0	92140	0	3074270	40
2020-07-04	0	92212	0	3075325	41
2020-07-05	0	92287	0	3075325	39
2020-07-06	0	92366	0	3075325	38
2020-07-07	0	92447	0	3076380	36
2020-07-08	0	92526	0	3078490	33
2020-07-09	0	92605	0	3079545	33
2020-07-10	0	92694	0	3080600	34
2020-07-11	0	92775	0	3080600	32
2020-07-12	0	92856	0	3081655	33
2020-07-13	0	92944	0	3081655	32
2020-07-14	0	93033	0	3081655	29
2020-07-15	0	93115	0	3082710	29
2020-07-16	0	93193	0	3083765	28
2020-07-17	0	93269	0	3083765	28
2020-07-18	0	93352	0	3083765	27
2020-07-19	0	93438	0	3084820	28
2020-07-20	0	93527	0	3085875	28
2020-07-21	0	93615	0	3087985	28
2020-07-22	0	93692	0	3089040	28
2020-07-23	0	93776	0	3090095	26
2020-07-24	0	93858	0	3091150	25
2020-07-25	0	93943	0	3092205	22
2020-07-26	0	94030	0	3095370	23
2020-07-27	0	94125	0	3098535	26
