"Datum"	"Positief getest werkelijk"	"Opgenomen (geweest) in ziekenhuis"	"Overleden"	"Opgenomen (geweest) op IC"	"Op dit moment op IC"
2020-01-13	6334129	981294	4244	0	None
2020-01-14	6334129	981294	4244	0	None
2020-01-15	6334129	981294	4244	0	None
2020-01-16	6334129	981294	4244	0	None
2020-01-17	6334129	981294	4244	0	None
2020-01-18	6334129	981294	4244	0	None
2020-01-19	6334129	981294	4244	0	None
2020-01-20	6334129	981294	4244	0	None
2020-01-21	6334129	981294	4244	0	None
2020-01-22	6334129	981294	4244	0	None
2020-01-23	6334129	981294	4244	0	None
2020-01-24	6334129	981294	4244	0	None
2020-01-25	6334129	981294	4244	0	None
2020-01-26	6334129	981294	4244	0	None
2020-01-27	6334129	981294	4244	0	None
2020-01-28	6334129	981294	4244	0	None
2020-01-29	6334129	981294	4244	0	None
2020-01-30	6334129	981294	4244	0	None
2020-01-31	6334129	981294	4244	0	None
2020-02-01	6334129	981294	4244	0	None
2020-02-02	6334129	981294	4244	0	None
2020-02-03	6334129	981294	4244	0	None
2020-02-04	6334129	981294	4244	0	None
2020-02-05	6334129	981294	4244	0	None
2020-02-06	6334129	981294	4244	0	None
2020-02-07	6334129	981294	4244	0	None
2020-02-08	6334129	981294	4244	0	None
2020-02-09	6334129	981294	4244	0	None
2020-02-10	6334129	981294	4244	0	None
2020-02-11	6334129	981294	4244	0	None
2020-02-12	6334129	981294	4244	0	None
2020-02-13	6334129	981294	4244	0	None
2020-02-14	6334129	981294	4244	0	None
2020-02-15	6334129	981294	4244	0	None
2020-02-16	6334129	981294	4244	0	None
2020-02-17	6334129	981294	4244	0	None
2020-02-18	6334129	981294	4244	0	None
2020-02-19	6334129	981294	4244	0	None
2020-02-20	6334129	981294	4244	0	None
2020-02-21	6334129	981294	4244	0	None
2020-02-22	6334129	981294	4244	0	None
2020-02-23	6334129	981294	4244	0	None
2020-02-24	6334129	981294	4244	0	None
2020-02-25	6334129	981294	4244	0	None
2020-02-26	6334129	981294	4244	0	None
2020-02-27	6334129	436928	4244	13	13
2020-02-28	6334129	436993	4244	14	14
2020-02-29	6334129	437058	4244	15	15
2020-03-01	6334129	437130	4244	17	17
2020-03-02	6334129	437213	4244	17	16
2020-03-03	6334129	437303	4244	19	18
2020-03-04	6334129	437405	4244	22	21
2020-03-05	6334129	437516	4244	24	21
